Date,Open,High,Low,Close,Volume
2020-02-18 09:00:00+00:00,106.25,106.25,106.1,106.1,24940.0
2020-02-18 10:00:00+00:00,106.15,106.24,106.15,106.15,39900.0
2020-02-18 11:00:00+00:00,106.09,106.09,106.08,106.08,13420.0
2020-02-18 12:00:00+00:00,106.03,106.35,105.95,106.28,149660.0
2020-02-18 13:00:00+00:00,106.08,106.48,106.08,106.35,242120.0
2020-02-18 14:00:00+00:00,106.44,107.43,106.21,107.21,12452820.0
2020-02-18 15:00:00+00:00,107.25,107.41,106.85,107.19,7291940.0
2020-02-18 16:00:00+00:00,107.2,107.21,106.35,106.57,5992080.0
2020-02-18 17:00:00+00:00,106.58,107.5,106.54,107.46,5907880.0
2020-02-18 18:00:00+00:00,107.48,108.04,107.45,107.62,8853120.0
2020-02-18 19:00:00+00:00,107.63,108.25,107.57,108.21,4853040.0
2020-02-18 20:00:00+00:00,108.2,108.3,107.66,107.78,8281200.0
2020-02-18 21:00:00+00:00,107.78,107.78,107.65,107.78,6519700.0
2020-02-18 22:00:00+00:00,107.65,107.68,107.62,107.68,12960.0
2020-02-18 23:00:00+00:00,107.75,107.97,107.75,107.95,47180.0
2020-02-19 00:00:00+00:00,107.95,108.05,107.95,108.05,15020.0
2020-02-19 11:00:00+00:00,108.12,108.13,108.12,108.13,6000.0
2020-02-19 12:00:00+00:00,108.13,108.25,108.09,108.22,193040.0
2020-02-19 13:00:00+00:00,108.24,108.27,107.51,108.2,320660.0
2020-02-19 14:00:00+00:00,108.2,108.78,107.78,108.4,10457920.0
2020-02-19 15:00:00+00:00,108.39,108.96,108.34,108.89,7308420.0
2020-02-19 16:00:00+00:00,108.89,109.18,108.89,109.05,6475040.0
2020-02-19 17:00:00+00:00,109.05,109.25,108.86,109.03,5886140.0
2020-02-19 18:00:00+00:00,109.0,109.08,108.92,109.01,2861160.0
2020-02-19 19:00:00+00:00,108.99,109.26,108.93,109.12,4098560.0
2020-02-19 20:00:00+00:00,109.13,109.19,108.45,108.51,9118600.0
2020-02-19 21:00:00+00:00,108.51,108.55,108.5,108.51,5947500.0
2020-02-19 22:00:00+00:00,108.52,108.52,108.51,108.52,6820.0
2020-02-19 23:00:00+00:00,108.59,108.6,108.53,108.56,24080.0
2020-02-20 00:00:00+00:00,108.75,108.85,108.74,108.75,38700.0
