Date,Close,High,Low,Open,Volume
2023-12-04,18.50436019897461,18.546414921349257,18.420249149940485,18.46230547659996,505500
2023-12-05,18.34455108642578,18.479128135785878,18.29408509398699,18.479128135785878,551500
2023-12-06,18.243619918823242,18.538007829093264,18.231002216934566,18.361374441217233,324200
2023-12-07,18.378192901611328,18.38660416624483,18.260436801027,18.260436801027,257900
2023-12-08,18.512767791748047,18.546411242116623,18.37819078170474,18.37819078170474,161700
2023-12-11,18.61370277404785,18.645664939452075,18.51277080224434,18.529593332306515,134100
2023-12-12,18.56324005126953,18.655762378590683,18.512774056496653,18.655762378590683,306900
2023-12-13,18.924915313720703,18.933326579707664,18.48753910810855,18.59688396165406,235000
2023-12-14,19.412757873535156,19.429580405823263,19.05108145076577,19.05108145076577,333800
2023-12-15,19.32864761352539,19.42958120713172,19.287433530719277,19.412758674149824,180100
2023-12-18,19.303415298461914,19.480047080819784,19.29248049166308,19.480047080819784,174900
2023-12-19,19.53050994873047,19.53050994873047,19.32107538378735,19.353878194647745,347800
2023-12-20,19.236125946044922,19.572568567735537,19.236125946044922,19.555746035579766,393100
2023-12-21,19.463224411010742,19.463224411010742,19.32023609112867,19.345469890267278,500300
2023-12-22,19.52253532409668,19.586084271551446,19.463220710517742,19.547954256615398,170000
2023-12-26,19.64963722229004,19.69200319240669,19.55643014864361,19.573377183153536,233900
2023-12-27,19.66658592224121,19.717427034254424,19.615746426386433,19.717427034254424,313200
2023-12-28,19.6326904296875,19.717423987123027,19.61574339496876,19.717423987123027,244200
2023-12-29,19.55643081665039,19.692003865044367,19.505591327542206,19.692003865044367,305100
2024-01-02,19.598796844482422,19.65811146746352,19.48440839770015,19.48440839770015,174400
2024-01-03,19.42085838317871,19.56490495367803,19.353071856835403,19.556431435865335,164800
2024-01-04,19.344594955444336,19.527618382942677,19.336121439113747,19.48864150074836,163800
2024-01-05,19.454755783081055,19.556436406519293,19.331893783964816,19.34460325583509,293000
2024-01-08,19.55643081665039,19.55643081665039,19.310705272495643,19.480170774909002,315400
2024-01-09,19.344594955444336,19.471694468087183,19.30222898994938,19.471694468087183,334100
2024-01-10,19.310707092285156,19.32765251281263,19.234447043357225,19.285286537256386,384500
2024-01-11,19.276811599731445,19.353071643045023,19.098872576105272,19.353071643045023,305700
2024-01-12,19.20902442932129,19.38696344697434,19.13276438856764,19.28528447007494,444600
2024-01-16,19.04802894592285,19.192075495744714,18.964143879087658,19.192075495744714,212500
2024-01-17,18.971771240234375,19.03955776516341,18.844671708012214,18.971771240234375,229200
2024-01-18,18.929407119750977,19.0565066644051,18.759939982773222,19.0565066644051,404200
2024-01-19,19.10734748840332,19.132768045566102,18.88704245762656,18.98024793490642,440800
2024-01-22,19.192073822021484,19.22596788545101,19.124287311320327,19.20902085373625,332700
2024-01-23,19.160503387451172,19.27998929784937,19.114415034655618,19.27998929784937,260800
2024-01-24,19.25438117980957,19.33972894171228,19.186957929271006,19.245846240831984,292200
2024-01-25,19.373872756958008,19.373872756958008,19.211712138153267,19.262920154875054,672800
2024-01-26,19.425077438354492,19.476285446283757,19.34826461252398,19.34826461252398,470800
2024-01-29,19.54456329345703,19.54883157703525,19.3653344521289,19.467750467781197,375800
2024-01-30,19.706724166870117,19.719525762042043,19.50701179397114,19.536028634502628,336800
2024-01-31,19.382404327392578,19.681120715850124,19.34826619527154,19.672585775851527,360000
2024-02-01,19.339731216430664,19.477994639532913,19.11782766053283,19.399474168427513,434500
2024-02-02,19.339731216430664,19.390939228446058,19.194640492492592,19.35680109639358,286700
2024-02-05,19.151966094970703,19.331194938557008,19.023945259855736,19.331194938557008,831400
2024-02-06,19.228778839111328,19.27145190800881,19.151966012797274,19.169034263632327,244700
2024-02-07,19.27998924255371,19.322662316752552,19.143433451669296,19.322662316752552,527400
2024-02-08,19.30558967590332,19.339727801928582,19.18610216513224,19.339727801928582,313800
2024-02-09,19.29705810546875,19.36533599730932,19.215976989745148,19.36533599730932,305100
2024-02-12,19.484817504882812,19.561630319357057,19.31412199985716,19.339726813972902,214300
2024-02-13,19.399471282958984,19.399471282958984,18.9053092382855,19.37386809469617,294300
2024-02-14,19.245845794677734,19.254380733457463,19.10929002994828,19.245845794677734,261500
2024-02-15,19.59576988220215,19.612839759532445,19.348263172405282,19.38240129919277,331500
2024-02-16,19.510427474975586,19.62564672713569,19.484822654093314,19.604308562463757,209500
2024-02-20,19.493358612060547,19.536031687885384,19.39947589179771,19.536031687885384,320300
2024-02-21,19.5423641204834,19.5423641204834,19.396204707445445,19.507974538519964,199200
2024-02-22,19.636934280395508,19.679921658927405,19.525164472431175,19.55955568714739,326900
2024-02-23,19.70571517944336,19.73150859062382,19.593947010721454,19.70571517944336,448300
2024-02-26,19.697118759155273,19.783095162598705,19.637795057177943,19.77449735826801,178700
2024-02-27,19.808887481689453,19.817483645681943,19.715172567564544,19.808887481689453,247600
2024-02-28,19.79169273376465,19.8776691361952,19.705716331334102,19.770199043122883,214300
2024-02-29,19.86907386779785,19.946452475874604,19.783097454394387,19.946452475874604,286800
2024-03-01,20.032421112060547,20.101201893738143,19.88626174601276,19.88626174601276,329000
2024-03-04,20.032421112060547,20.13989118592324,19.97223813307555,19.97223813307555,256500
2024-03-05,20.049617767333984,20.13817366382806,19.912056196775453,19.912056196775453,261600
2024-03-06,20.101207733154297,20.212977560764102,20.015232960978956,20.212977560764102,296200
2024-03-07,20.26456642150879,20.31615162212767,20.213840509605433,20.25596861476165,581700
2024-03-08,20.281755447387695,20.38578674341506,20.256822963823957,20.32474282729692,161800
2024-03-11,20.359132766723633,20.359132766723633,20.126996994095062,20.281754175847443,202900
2024-03-12,20.427913665771484,20.453707076158885,20.281754286636215,20.35913287793508,256100
2024-03-13,20.56547737121582,20.599866948763758,20.402122368238487,20.402122368238487,449900
2024-03-14,20.376327514648438,20.634255046787985,20.273155517874667,20.634255046787985,386500
2024-03-15,20.4193172454834,20.462304625844304,20.341938648943017,20.341938648943017,328600
2024-03-18,20.513891220092773,20.591269815765514,20.393523604677718,20.531085188126273,218000
2024-03-19,20.60846710205078,20.61706490738361,20.470905496452882,20.51389452311703,284600
2024-03-20,20.917978286743164,20.943771698736835,20.565476522146852,20.608463902272867,345800
2024-03-21,21.059120178222656,21.14571228667927,20.998506197785154,21.14571228667927,232600
2024-03-22,20.833980560302734,21.09375687574018,20.808004084883912,21.09375687574018,268400
2024-03-25,20.808006286621094,20.892865864968204,20.79934691002954,20.79934691002954,210300
2024-03-26,20.75605583190918,20.894602592906896,20.75605583190918,20.84264797043467,365600
2024-03-27,21.059120178222656,21.059120178222656,20.859959484897406,20.894595337315796,245200
2024-03-28,21.19767189025879,21.22365002440445,21.075578458471398,21.137057895526397,424400
2024-04-01,21.067779541015625,21.414146323017754,21.044399390973794,21.414146323017754,435500
2024-04-02,20.885940551757812,21.01582790691552,20.790689053892077,21.01582790691552,212500
2024-04-03,20.955217361450195,21.002841466601645,20.855635332804397,20.90326108956345,205800
2024-04-04,20.738731384277344,21.14571214419183,20.695434504537236,21.14571214419183,198100
2024-04-05,20.920576095581055,20.972530706544195,20.69543724593104,20.69543724593104,244700
2024-04-08,20.963871002197266,21.033146017876454,20.90758752936884,20.90758752936884,181800
2024-04-09,20.955217361450195,21.041807844712906,20.790692470357367,20.99851260308155,254700
2024-04-10,20.591527938842773,20.816666787561665,20.51359519691672,20.816666787561665,319000
2024-04-11,20.643482208251953,20.72141494888939,20.452980870920037,20.72141494888939,238900
2024-04-12,20.401025772094727,20.58286939448125,20.314433649606254,20.548231884842917,194700
2024-04-15,20.314435958862305,20.69544035015807,20.24343169860405,20.552564735676878,224900
2024-04-16,20.21918487548828,20.331753484578503,20.106614614790605,20.331753484578503,287400
2024-04-17,20.097949981689453,20.33001728405634,20.054654755269656,20.284122428187214,300700
2024-04-18,20.097949981689453,20.319625372687096,20.06417957295345,20.132587484110907,204200
2024-04-19,20.21918487548828,20.27113949109858,20.09795523692098,20.21918487548828,239500
2024-04-22,20.383705139160156,20.4876143468671,20.163760624579396,20.27113490393604,200600
2024-04-23,20.548545837402344,20.6008777982396,20.33922298470378,20.452607236301017,485600
2024-04-24,20.600879669189453,20.644487976964136,20.504939395824778,20.592157674924454,258700
2024-04-25,20.531105041503906,20.557269360318983,20.31306017911011,20.548547366197198,294400
2024-04-26,20.496217727661133,20.60960032780945,20.478773738853594,20.51366171646867,211900
2024-04-29,20.583436965942383,20.583436965942383,20.488368387002787,20.5093008418358,238900
2024-04-30,20.164791107177734,20.58343687488513,20.164791107177734,20.58343687488513,291900
2024-05-01,20.151704788208008,20.400275785979915,20.11245664837296,20.11245664837296,206100
2024-05-02,20.321781158447266,20.39155545009879,20.147346261093624,20.39155545009879,283700
2024-05-03,20.487497329711914,20.574715616995604,20.417723032595056,20.574715616995604,188900
2024-05-06,20.661930084228516,20.713388681221492,20.60959812340334,20.627042110345066,262900
2024-05-07,20.696819305419922,20.79275958354256,20.653210995482574,20.653210995482574,346100
2024-05-08,20.67937469482422,20.696818683695305,20.60960040289022,20.67937469482422,206600
2024-05-09,20.853811264038086,20.853811264038086,20.679374702364314,20.679374702364314,324700
2024-05-10,20.83636474609375,20.914861022964228,20.792756442743546,20.888696706374162,342300
